age_group,education,gender,nationality,electoral_district,unit,N
55-64,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,890
55-64,Basic education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,57
55-64,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,809
55-64,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,1049
55-64,Basic education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,39
55-64,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,289
55-64,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,434
55-64,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,9
55-64,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,825
55-64,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,715
55-64,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,51
55-64,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,3788
55-64,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,2613
55-64,Basic education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,416
55-64,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,402
55-64,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,209
55-64,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,75
55-64,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,996
55-64,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,477
55-64,Basic education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,90
55-64,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,1129
55-64,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,463
55-64,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,187
55-64,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,1367
55-64,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,439
55-64,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,231
55-64,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,802
55-64,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,401
55-64,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,133
55-64,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,2237
55-64,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,972
55-64,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,342
55-64,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,1075
55-64,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,432
55-64,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,130
55-64,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,3441
55-64,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,1409
55-64,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,316
55-64,Secondary education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,1329
55-64,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,535
55-64,Basic education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,213
55-64,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,1439
55-64,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,663
55-64,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,265
55-64,Secondary education,Female,Estonian,Tartu linn,Tartu linn,2141
55-64,Higher education,Female,Estonian,Tartu linn,Tartu linn,1995
55-64,Basic education,Female,Estonian,Tartu linn,Tartu linn,161
55-64,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1849
55-64,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1016
55-64,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,234
55-64,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,1070
55-64,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,371
55-64,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,115
55-64,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,1984
55-64,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,758
55-64,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,307
55-64,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1664
55-64,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,582
55-64,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,167
55-64,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,442
55-64,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,408
55-64,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,8
55-64,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,246
55-64,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,327
55-64,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,4
55-64,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,166
55-64,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,176
55-64,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,4
55-64,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1989
55-64,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1309
55-64,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,39
55-64,Secondary education,Female,Other,Mustamäe ja Nõmme,Mustamäe,584
55-64,Higher education,Female,Other,Mustamäe ja Nõmme,Mustamäe,459
55-64,Basic education,Female,Other,Mustamäe ja Nõmme,Mustamäe,13
55-64,Secondary education,Female,Other,Mustamäe ja Nõmme,Nõmme,145
55-64,Higher education,Female,Other,Mustamäe ja Nõmme,Nõmme,112
55-64,Basic education,Female,Other,Mustamäe ja Nõmme,Nõmme,2
55-64,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,88
55-64,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,155
55-64,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,723
55-64,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,441
55-64,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,24
55-64,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,936
55-64,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,531
55-64,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,37
55-64,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,7
55-64,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,3
55-64,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,2791
55-64,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,1574
55-64,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,86
55-64,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,170
55-64,Higher education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,32
55-64,Basic education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,17
55-64,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,90
55-64,Higher education,Female,Other,Järva- ja Viljandimaa,Järvamaa,17
55-64,Basic education,Female,Other,Järva- ja Viljandimaa,Järvamaa,15
55-64,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,97
55-64,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,29
55-64,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,7
55-64,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,298
55-64,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,70
55-64,Basic education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,28
55-64,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,74
55-64,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,14
55-64,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,10
55-64,Secondary education,Female,Other,Pärnumaa,Pärnumaa,389
55-64,Higher education,Female,Other,Pärnumaa,Pärnumaa,116
55-64,Basic education,Female,Other,Pärnumaa,Pärnumaa,33
55-64,Secondary education,Female,Other,Harju- ja Raplamaa,Raplamaa,71
55-64,Higher education,Female,Other,Harju- ja Raplamaa,Raplamaa,25
55-64,Basic education,Female,Other,Harju- ja Raplamaa,Raplamaa,13
55-64,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,27
55-64,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,6
55-64,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,1
55-64,Secondary education,Female,Other,Tartu linn,Tartu linn,610
55-64,Higher education,Female,Other,Tartu linn,Tartu linn,266
55-64,Basic education,Female,Other,Tartu linn,Tartu linn,33
55-64,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,236
55-64,Higher education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,87
55-64,Basic education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,26
55-64,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,148
55-64,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,46
55-64,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,16
55-64,Secondary education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,108
55-64,Higher education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,27
55-64,Basic education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,17
55-64,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,93
55-64,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,17
55-64,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,13
65-74,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,331
65-74,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,316
65-74,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,88
65-74,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,380
65-74,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,547
65-74,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,82
65-74,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,314
65-74,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,276
65-74,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,64
65-74,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,735
65-74,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,457
65-74,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,212
65-74,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,448
65-74,Higher education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,320
65-74,Basic education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,147
65-74,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,506
65-74,Higher education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,513
65-74,Basic education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,128
65-74,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,170
65-74,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,247
65-74,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,45
65-74,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,408
65-74,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,248
65-74,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,101
65-74,Secondary education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,2137
65-74,Higher education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,1183
65-74,Basic education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,904
65-74,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,226
65-74,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,81
65-74,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,218
65-74,Secondary education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,722
65-74,Higher education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,179
65-74,Basic education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,305
65-74,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,689
65-74,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,178
65-74,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,418
65-74,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,743
65-74,Higher education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,196
65-74,Basic education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,479
65-74,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,468
65-74,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,148
65-74,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,308
65-74,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,1260
65-74,Higher education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,394
65-74,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,776
65-74,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,579
65-74,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,195
65-74,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,394
65-74,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,1900
65-74,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,522
65-74,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,817
65-74,Secondary education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,685
65-74,Higher education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,251
65-74,Basic education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,451
65-74,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,593
65-74,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,220
65-74,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,595
65-74,Secondary education,Male,Estonian,Tartu linn,Tartu linn,1084
65-74,Higher education,Male,Estonian,Tartu linn,Tartu linn,799
65-74,Basic education,Male,Estonian,Tartu linn,Tartu linn,465
65-74,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1003
65-74,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,414
65-74,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,586
65-74,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,656
65-74,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,167
65-74,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,303
65-74,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,1183
65-74,Higher education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,346
65-74,Basic education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,647
65-74,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,890
65-74,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,213
65-74,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,487
65-74,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,164
65-74,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,197
65-74,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,8
65-74,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,98
65-74,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,184
65-74,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,9
65-74,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,72
65-74,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,84
65-74,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,12
65-74,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,698
65-74,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,500
65-74,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,72
65-74,Secondary education,Male,Other,Mustamäe ja Nõmme,Mustamäe,180
65-74,Higher education,Male,Other,Mustamäe ja Nõmme,Mustamäe,157
65-74,Basic education,Male,Other,Mustamäe ja Nõmme,Mustamäe,32
65-74,Secondary education,Male,Other,Mustamäe ja Nõmme,Nõmme,53
65-74,Higher education,Male,Other,Mustamäe ja Nõmme,Nõmme,46
65-74,Basic education,Male,Other,Mustamäe ja Nõmme,Nõmme,12
65-74,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,28
65-74,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,72
65-74,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,204
65-74,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,126
65-74,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,38
65-74,Secondary education,Male,Other,Harju- ja Raplamaa,Harjumaa,381
65-74,Higher education,Male,Other,Harju- ja Raplamaa,Harjumaa,233
65-74,Basic education,Male,Other,Harju- ja Raplamaa,Harjumaa,77
65-74,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,7
65-74,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,2
65-74,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,1
65-74,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,888
65-74,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,517
65-74,Basic education,Male,Other,Ida-Virumaa,Ida-Virumaa,154
65-74,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,72
65-74,Higher education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,12
65-74,Basic education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,54
65-74,Secondary education,Male,Other,Järva- ja Viljandimaa,Järvamaa,48
65-74,Higher education,Male,Other,Järva- ja Viljandimaa,Järvamaa,9
65-74,Basic education,Male,Other,Järva- ja Viljandimaa,Järvamaa,26
65-74,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,38
65-74,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,14
65-74,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,16
65-74,Secondary education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,137
65-74,Higher education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,32
65-74,Basic education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,37
65-74,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,32
65-74,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,8
65-74,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,13
65-74,Secondary education,Male,Other,Pärnumaa,Pärnumaa,199
65-74,Higher education,Male,Other,Pärnumaa,Pärnumaa,62
65-74,Basic education,Male,Other,Pärnumaa,Pärnumaa,48
65-74,Secondary education,Male,Other,Harju- ja Raplamaa,Raplamaa,52
65-74,Higher education,Male,Other,Harju- ja Raplamaa,Raplamaa,11
65-74,Basic education,Male,Other,Harju- ja Raplamaa,Raplamaa,31
65-74,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,9
65-74,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,3
65-74,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,6
65-74,Secondary education,Male,Other,Tartu linn,Tartu linn,260
65-74,Higher education,Male,Other,Tartu linn,Tartu linn,114
65-74,Basic education,Male,Other,Tartu linn,Tartu linn,90
65-74,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,125
65-74,Higher education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,23
65-74,Basic education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,66
65-74,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,88
65-74,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,8
65-74,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,19
65-74,Secondary education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,72
65-74,Higher education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,7
65-74,Basic education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,44
65-74,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,29
65-74,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,19
65-74,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,27
65-74,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,705
65-74,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,534
65-74,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,79
65-74,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,691
65-74,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,851
65-74,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,73
65-74,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,587
65-74,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,494
65-74,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,83
65-74,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1573
65-74,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,781
65-74,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,260
65-74,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,1026
65-74,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,677
65-74,Basic education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,152
65-74,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,762
65-74,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,749
65-74,Basic education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,89
65-74,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,265
65-74,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,317
65-74,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,18
65-74,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,782
65-74,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,428
65-74,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,145
65-74,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,3229
65-74,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,1647
65-74,Basic education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,850
65-74,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,328
65-74,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,135
65-74,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,207
65-74,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,1037
65-74,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,307
65-74,Basic education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,220
65-74,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,1045
65-74,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,352
65-74,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,417
65-74,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,1215
65-74,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,367
65-74,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,440
65-74,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,710
65-74,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,282
65-74,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,285
65-74,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,1976
65-74,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,568
65-74,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,717
65-74,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,958
65-74,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,275
65-74,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,319
65-74,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,3062
